SYMBOL,NAME OF COMPANY,SERIES,FACE VALUE,PAID UP VALUE,MKT LOT,IP RATE,DATE OF LISTING,DATE OF ALLOTMENT,REDEMPTION DATE,REDEMPTION AMT,CONVERSION DATE,CONVERSION AMT,INTEREST PAYMENT DT
Andhra Pradesh State,SG,100.0,100.0,100,7.46,07-JUL-2023,,05-JUL-2034,,,,,IN1020230299
Andhra Pradesh State,SG,100.0,100.0,100,7.46,25-AUG-2023,,23-AUG-2038,,,,,IN1020230406
Andhra Pradesh State,SG,100.0,100.0,100,7.46,10-MAY-2024,,08-MAY-2038,,,,,IN1020240132
Andhra Pradesh State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2041,,,,,IN1020230463
Andhra Pradesh State,SG,100.0,100.0,100,7.46,09-FEB-2024,,07-FEB-2041,,,,,IN1020230786
Andhra Pradesh State,SG,100.0,100.0,100,7.46,05-APR-2024,,03-APR-2041,,,,,IN1020240025
Andhra Pradesh State,SG,100.0,100.0,100,7.46,05-APR-2024,,03-APR-2042,,,,,IN1020240033
Andhra Pradesh State,SG,100.0,100.0,100,7.46,07-JUL-2023,,05-JUL-2043,,,,,IN1020230315
Andhra Pradesh State,SG,100.0,100.0,100,7.46,05-APR-2024,,03-APR-2043,,,,,IN1020240041
Andhra Pradesh State,SG,100.0,100.0,100,7.46,05-APR-2024,,03-APR-2044,,,,,IN1020240058
Assam State,SG,100.0,100.0,100,7.46,01-APR-2024,,27-MAR-2031,,,,,IN1220230230
Bihar State,SG,100.0,100.0,100,7.46,28-NOV-2025,,26-NOV-2045,,,,,IN1320250187
Chattisgarh State,SG,100.0,100.0,100,7.46,16-FEB-2024,,14-FEB-2031,,,,,IN3520230167
Chattisgarh State,SG,100.0,100.0,100,7.46,22-MAR-2024,,20-MAR-2032,,,,,IN3520230266
Chattisgarh State,SG,100.0,100.0,100,7.46,16-FEB-2024,,14-FEB-2033,,,,,IN3520230175
Goa State,SG,100.0,100.0,100,7.46,26-SEP-2023,,22-SEP-2033,,,,,IN1420230105
Goa State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2038,,,,,IN1420230097
Government of India,GS,100.0,100.0,1,7.46,07-NOV-2023,,06-NOV-2073,,,,,IN0020230127
Himachal Pradesh State,SG,100.0,100.0,100,7.46,07-JUN-2024,,05-JUN-2036,,,,,IN1720240044
Indian Railway Finance Corporation Limited,NS,100000.0,100000.0,1,7.46,20-MAR-2024,,18-JUN-2029,,,,,INE053F08387
Jammu & Kashmir State,SG,100.0,100.0,100,7.46,14-NOV-2025,,12-NOV-2045,,,,,IN4920250177
Jammu & Kashmir State,SG,100.0,100.0,100,7.46,16-FEB-2024,,14-FEB-2049,,,,,IN4920230237
Karnataka State,SG,100.0,100.0,100,7.46,02-JAN-2026,,31-DEC-2036,,,,,IN1920250058
Karnataka State,SG,100.0,100.0,100,7.46,22-MAR-2024,,20-MAR-2038,,,,,IN1920230365
Kerala State,SG,100.0,100.0,100,7.46,05-MAY-2023,,03-MAY-2048,,,,,IN2020230016
Maharashtra State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2033,,,,,IN2220230113
Maharashtra State,SG,100.0,100.0,100,7.46,23-FEB-2024,,21-FEB-2035,,,,,IN2220230238
Maharashtra State,SG,100.0,100.0,100,7.46,01-APR-2024,,27-MAR-2041,,,,,IN2220230360
Meghalaya State,SG,100.0,100.0,100,7.46,05-APR-2024,,03-APR-2034,,,,,IN2420240011
Madhya Pradesh State,SG,100.0,100.0,100,7.46,16-SEP-2022,,14-SEP-2032,,,,,IN2120220024
Madhya Pradesh State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2038,,,,,IN2120230031
Madhya Pradesh State,SG,100.0,100.0,100,7.46,29-SEP-2023,,27-SEP-2038,,,,,IN2120230072
Madhya Pradesh State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2039,,,,,IN2120230049
Madhya Pradesh State,SG,100.0,100.0,100,7.46,14-NOV-2025,,12-NOV-2043,,,,,IN2120250237
Mizoram State,SG,100.0,100.0,100,7.46,25-AUG-2023,,23-AUG-2039,,,,,IN2520230052
Punjab State,SG,100.0,100.0,100,7.46,01-MAR-2024,,28-FEB-2033,,,,,IN2820230257
Rajasthan State,SG,100.0,100.0,100,7.46,29-SEP-2023,,27-SEP-2033,,,,,IN2920230199
Rajasthan State,SG,100.0,100.0,100,7.46,22-MAR-2024,,20-MAR-2034,,,,,IN2920230512
Rajasthan State,SG,100.0,100.0,100,7.46,06-OCT-2025,,01-OCT-2038,,,,,IN2920250213
Rajasthan State,SG,100.0,100.0,100,7.46,22-MAR-2024,,20-MAR-2042,,,,,IN2920230538
Rajasthan State,SG,100.0,100.0,100,7.46,06-OCT-2025,,01-OCT-2051,,,,,IN2920250239
Sikkim State,SG,100.0,100.0,100,7.46,26-SEP-2023,,22-SEP-2033,,,,,IN3020230022
Tamilnadu State,SG,100.0,100.0,100,7.46,20-MAR-2026,,18-MAR-2035,,,,,IN3120250847
Tamilnadu State,SG,100.0,100.0,100,7.46,10-NOV-2025,,06-NOV-2055,,,,,IN3120250367
Telangana State,SG,100.0,100.0,100,7.46,26-SEP-2023,,22-SEP-2030,,,,,IN4520230256
Telangana State,SG,100.0,100.0,100,7.46,15-SEP-2023,,13-SEP-2042,,,,,IN4520230231
Telangana State,SG,100.0,100.0,100,7.46,28-NOV-2025,,26-NOV-2042,,,,,IN4520250536
Telangana State,SG,100.0,100.0,100,7.46,09-FEB-2024,,07-FEB-2045,,,,,IN4520230421
Telangana State,SG,100.0,100.0,100,7.46,16-SEP-2022,,14-SEP-2048,,,,,IN4520220166
Telangana State,SG,100.0,100.0,100,7.46,05-MAY-2023,,03-MAY-2048,,,,,IN4520230033
Telangana State,SG,100.0,100.0,100,7.46,16-SEP-2022,,14-SEP-2049,,,,,IN4520220174
Telangana State,SG,100.0,100.0,100,7.46,19-SEP-2025,,17-SEP-2053,,,,,IN4520250387
Uttarakhand State,SG,100.0,100.0,100,7.46,01-MAR-2024,,28-FEB-2034,,,,,IN3620230067
Uttar Pradesh State,SG,100.0,100.0,100,7.46,22-MAR-2024,,20-MAR-2032,,,,,IN3320230300
Uttar Pradesh State,SG,100.0,100.0,100,7.46,01-MAR-2024,,28-FEB-2034,,,,,IN3320230276
Uttar Pradesh State,SG,100.0,100.0,100,7.46,19-DEC-2025,,17-DEC-2037,,,,,IN3320250159
Uttar Pradesh State,SG,100.0,100.0,100,7.46,22-APR-2024,,22-MAR-2039,,,,,IN3320230326
West Bengal State,SG,100.0,100.0,100,7.46,29-SEP-2023,,27-SEP-2039,,,,,IN3420230085
West Bengal State,SG,100.0,100.0,100,7.46,21-MAR-2022,,16-MAR-2040,,,,,IN3420210277
West Bengal State,SG,100.0,100.0,100,7.46,05-MAY-2023,,03-MAY-2046,,,,,IN3420230028
Aditya Birla Capital Limited,N0,100000.0,100000.0,1,7.47,28-MAY-2025,,21-NOV-2029,,,,,INE674K07028
Andhra Pradesh State,SG,100.0,100.0,100,7.47,11-AUG-2023,,09-AUG-2032,,,,,IN1020230398
Andhra Pradesh State,SG,100.0,100.0,100,7.47,28-APR-2023,,26-APR-2037,,,,,IN1020230067
Andhra Pradesh State,SG,100.0,100.0,100,7.47,10-MAY-2024,,08-MAY-2037,,,,,IN1020240124
Assam State,SG,100.0,100.0,100,7.47,25-AUG-2023,,23-AUG-2028,,,,,IN1220230081
Assam State,SG,100.0,100.0,100,7.47,08-SEP-2023,,06-SEP-2033,,,,,IN1220230099
Assam State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2034,,,,,IN1220230222
Assam State,SG,100.0,100.0,100,7.47,19-SEP-2025,,17-SEP-2045,,,,,IN1220250113
Bihar State,SG,100.0,100.0,100,7.47,23-FEB-2024,,21-FEB-2039,,,,,IN1320230213
Chattisgarh State,SG,100.0,100.0,100,7.47,26-SEP-2023,,22-SEP-2030,,,,,IN3520230043
Chattisgarh State,SG,100.0,100.0,100,7.47,23-FEB-2024,,21-FEB-2030,,,,,IN3520230191
Chattisgarh State,SG,100.0,100.0,100,7.47,23-FEB-2024,,21-FEB-2031,,,,,IN3520230209
Chattisgarh State,SG,100.0,100.0,100,7.47,01-APR-2024,,27-MAR-2032,,,,,IN3520230290
Chattisgarh State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2033,,,,,IN3520230274
Chattisgarh State,SG,100.0,100.0,100,7.47,01-APR-2024,,27-MAR-2033,,,,,IN3520230308
Chattisgarh State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2034,,,,,IN3520230282
Chattisgarh State,SG,100.0,100.0,100,7.47,01-APR-2024,,27-MAR-2034,,,,,IN3520230316
Goa State,SG,100.0,100.0,100,7.47,08-SEP-2023,,06-SEP-2033,,,,,IN1420230089
Goa State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2034,,,,,IN1420230238
Goa State,SG,100.0,100.0,100,7.47,03-JUL-2023,,28-JUN-2038,,,,,IN1420230022
Gujarat State,SG,100.0,100.0,100,7.47,05-JAN-2024,,03-JAN-2028,,,,,IN1520230179
Gujarat State,SG,100.0,100.0,100,7.47,30-JAN-2026,,28-JAN-2036,,,,,IN1520250268
Himachal Pradesh State,SG,100.0,100.0,100,7.47,10-MAY-2024,,08-MAY-2033,,,,,IN1720240028
Haryana State,SG,100.0,100.0,100,7.47,15-SEP-2023,,13-SEP-2033,,,,,IN1620230186
Haryana State,SG,100.0,100.0,100,7.47,29-SEP-2023,,27-SEP-2033,,,,,IN1620230210
Haryana State,SG,100.0,100.0,100,7.47,14-JUL-2023,,12-JUL-2035,,,,,IN1620230137
Haryana State,SG,100.0,100.0,100,7.47,16-FEB-2024,,14-FEB-2036,,,,,IN1620230376
Haryana State,SG,100.0,100.0,100,7.47,12-SEP-2025,,10-SEP-2040,,,,,IN1620250143
India Infrastructure Finance Company Limited,N0,100000.0,100000.0,1,7.47,11-NOV-2024,,07-NOV-2027,,,,,INE787H08154
Jammu & Kashmir State,SG,100.0,100.0,100,7.47,19-SEP-2025,,17-SEP-2040,,,,,IN4920250136
Jammu & Kashmir State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2044,,,,,IN4920230278
Karnataka State,SG,100.0,100.0,100,7.47,27-FEB-2026,,25-AUG-2036,,,,,IN1920250256
Kerala State,SG,100.0,100.0,100,7.47,25-AUG-2023,,23-AUG-2037,,,,,IN2020230123
Kerala State,SG,100.0,100.0,100,7.47,21-AUG-2023,,17-AUG-2039,,,,,IN2020230115
Kerala State,SG,100.0,100.0,100,7.47,07-JUL-2023,,05-JUL-2042,,,,,IN2020230065
Kerala State,SG,100.0,100.0,100,7.47,06-MAY-2024,,02-MAY-2050,,,,,IN2020240023
Maharashtra State,SG,100.0,100.0,100,7.47,15-SEP-2023,,13-SEP-2034,,,,,IN2220230121
Maharashtra State,SG,100.0,100.0,100,7.47,23-FEB-2024,,21-FEB-2036,,,,,IN2220230246
Orissa State,SG,100.0,100.0,100,7.47,29-DEC-2025,,24-DEC-2036,,,,,IN2720250124
Punjab State,SG,100.0,100.0,100,7.47,17-MAY-2024,,15-MAY-2032,,,,,IN2820240082
Punjab State,SG,100.0,100.0,100,7.47,07-JUL-2023,,05-JUL-2034,,,,,IN2820230075
Punjab State,SG,100.0,100.0,100,7.47,07-JUN-2024,,05-JUN-2037,,,,,IN2820240116
Punjab State,SG,100.0,100.0,100,7.47,05-MAY-2023,,03-MAY-2043,,,,,IN2820230034
Puducherry - Union Territory,SG,100.0,100.0,100,7.47,23-FEB-2024,,21-FEB-2037,,,,,IN3820230032
Rajasthan State,SG,100.0,100.0,100,7.47,01-APR-2024,,27-MAR-2033,,,,,IN2920230546
REC Limited,NL,100000.0,100000.0,1,7.47,27-FEB-2024,,28-FEB-2034,,,,,INE020B08EY5
Small Industries Development Bank of India,N0,100000.0,100000.0,1,7.47,09-SEP-2024,,05-SEP-2029,,,,,INE556F08KR0
Tamilnadu State,SG,100.0,100.0,100,7.47,29-DEC-2025,,24-DEC-2036,,,,,IN3120250540
Telangana State,SG,100.0,100.0,100,7.47,09-SEP-2022,,07-SEP-2031,,,,,IN4520220158
Telangana State,SG,100.0,100.0,100,7.47,11-AUG-2023,,09-AUG-2032,,,,,IN4520230181
Telangana State,SG,100.0,100.0,100,7.47,10-MAY-2024,,08-MAY-2036,,,,,IN4520240057
Telangana State,SG,100.0,100.0,100,7.47,07-JUL-2023,,05-JUL-2041,,,,,IN4520230116
Uttarakhand State,SG,100.0,100.0,100,7.47,08-SEP-2023,,06-SEP-2033,,,,,IN3620230018
Uttarakhand State,SG,100.0,100.0,100,7.47,22-MAR-2024,,20-MAR-2034,,,,,IN3620230075
West Bengal State,SG,100.0,100.0,100,7.47,05-MAY-2023,,03-MAY-2043,,,,,IN3420230010
West Bengal State,SG,100.0,100.0,100,7.47,19-SEP-2025,,17-SEP-2044,,,,,IN3420250117
West Bengal State,SG,100.0,100.0,100,7.47,19-SEP-2025,,17-SEP-2046,,,,,IN3420250125
Andhra Pradesh State,SG,100.0,100.0,100,7.48,05-SEP-2025,,03-SEP-2033,,,,,IN1020250289
Andhra Pradesh State,SG,100.0,100.0,100,7.48,05-SEP-2025,,03-SEP-2034,,,,,IN1020250297
Andhra Pradesh State,SG,100.0,100.0,100,7.48,30-JAN-2026,,28-JAN-2035,,,,,IN1020250503
Andhra Pradesh State,SG,100.0,100.0,100,7.48,11-MAR-2022,,09-MAR-2038,,,,,IN1020210549
Andhra Pradesh State,SG,100.0,100.0,100,7.48,15-SEP-2023,,13-SEP-2038,,,,,IN1020230455
Andhra Pradesh State,SG,100.0,100.0,100,7.48,16-FEB-2024,,14-FEB-2044,,,,,IN1020230828
Andhra Pradesh State,SG,100.0,100.0,100,7.48,26-APR-2024,,24-APR-2044,,,,,IN1020240082
Assam State,SG,100.0,100.0,100,7.48,06-MAR-2026,,04-MAR-2035,,,,,IN1220250212
Bihar State,SG,100.0,100.0,100,7.48,22-AUG-2025,,20-AUG-2039,,,,,IN1320250062
Chattisgarh State,SG,100.0,100.0,100,7.48,23-FEB-2024,,21-FEB-2032,,,,,IN3520230217
Goa State,SG,100.0,100.0,100,7.48,12-SEP-2025,,10-SEP-2036,,,,,IN1420250087
Himachal Pradesh State,SG,100.0,100.0,100,7.48,16-SEP-2022,,14-SEP-2033,,,,,IN1720220061
Haryana State,SG,100.0,100.0,100,7.48,22-APR-2024,,18-APR-2034,,,,,IN1620240011
Haryana State,SG,100.0,100.0,100,7.48,29-SEP-2023,,27-SEP-2035,,,,,IN1620230228
Indian Railway Finance Corporation Limited,NQ,100000.0,100000.0,1,7.48,21-FEB-2024,,16-FEB-2034,,,,,INE053F08361
Jammu & Kashmir State,SG,100.0,100.0,100,7.48,09-FEB-2024,,07-FEB-2054,,,,,IN4920230229
Karnataka State,SG,100.0,100.0,100,7.48,23-FEB-2024,,21-FEB-2033,,,,,IN1920230258
Karnataka State,SG,100.0,100.0,100,7.48,30-JAN-2026,,28-JUL-2035,,,,,IN1920250140
Karnataka State,SG,100.0,100.0,100,7.48,20-FEB-2026,,18-FEB-2037,,,,,IN1920250215
Karnataka State,SG,100.0,100.0,100,7.48,06-MAR-2026,,04-SEP-2037,,,,,IN1920250280
Kerala State,SG,100.0,100.0,100,7.48,10-NOV-2025,,06-NOV-2045,,,,,IN2020250196
Maharashtra State,SG,100.0,100.0,100,7.48,09-FEB-2024,,07-FEB-2035,,,,,IN2220230212
Maharashtra State,SG,100.0,100.0,100,7.48,27-FEB-2026,,25-FEB-2037,,,,,IN2220250483
Maharashtra State,SG,100.0,100.0,100,7.48,01-APR-2024,,27-MAR-2042,,,,,IN2220230378
Maharashtra State,SG,100.0,100.0,100,7.48,12-DEC-2025,,10-DEC-2045,,,,,IN2220250418
Meghalaya State,SG,100.0,100.0,100,7.48,10-MAY-2024,,08-MAY-2034,,,,,IN2420240029
Madhya Pradesh State,SG,100.0,100.0,100,7.48,29-SEP-2023,,27-SEP-2029,,,,,IN2120230064
Madhya Pradesh State,SG,100.0,100.0,100,7.48,09-FEB-2024,,07-FEB-2040,,,,,IN2120230163
Madhya Pradesh State,SG,100.0,100.0,100,7.48,09-FEB-2024,,07-FEB-2041,,,,,IN2120230171
Madhya Pradesh State,SG,100.0,100.0,100,7.48,12-SEP-2025,,10-SEP-2042,,,,,IN2120250146
Madhya Pradesh State,SG,100.0,100.0,100,7.48,06-OCT-2025,,01-OCT-2045,,,,,IN2120250187
Mizoram State,SG,100.0,100.0,100,7.48,19-SEP-2025,,17-SEP-2036,,,,,IN2520250043
National Bank for Agriculture and Rural Development,N0,100000.0,100000.0,1,7.48,24-MAR-2025,,15-SEP-2028,,,,,INE261F08EO7
NIIF Infrastructure Finance Limited,N0,100000.0,100000.0,1,7.48,02-DEC-2025,,26-MAY-2033,,,,,INE246R07848
Nagaland State,SG,100.0,100.0,100,7.48,22-MAR-2024,,20-MAR-2034,,,,,IN2620230085
Punjab State,SG,100.0,100.0,100,7.48,19-JAN-2026,,14-JAN-2031,,,,,IN2820250156
Punjab State,SG,100.0,100.0,100,7.48,15-SEP-2023,,13-SEP-2034,,,,,IN2820230141
Punjab State,SG,100.0,100.0,100,7.48,07-JUN-2024,,05-JUN-2035,,,,,IN2820240108
Punjab State,SG,100.0,100.0,100,7.48,05-APR-2024,,03-APR-2037,,,,,IN2820240025
Punjab State,SG,100.0,100.0,100,7.48,29-APR-2022,,27-APR-2042,,,,,IN2820220019
Puducherry - Union Territory,SG,100.0,100.0,100,7.48,19-SEP-2025,,17-SEP-2036,,,,,IN3820250030
Rajasthan State,SG,100.0,100.0,100,7.48,23-FEB-2024,,21-FEB-2034,,,,,IN2920230447
Rajasthan State,SG,100.0,100.0,100,7.48,22-MAR-2024,,20-MAR-2037,,,,,IN2920230520
Small Industries Development Bank of India,N0,100000.0,100000.0,1,7.48,27-DEC-2024,,24-MAY-2029,,,,,INE556F08KV2
Telangana State,SG,100.0,100.0,100,7.48,26-APR-2024,,24-APR-2042,,,,,IN4520240040
Telangana State,SG,100.0,100.0,100,7.48,01-APR-2024,,27-MAR-2050,,,,,IN4520230504
Uttarakhand State,SG,100.0,100.0,100,7.48,15-SEP-2023,,13-SEP-2033,,,,,IN3620230026
Uttar Pradesh State,SG,100.0,100.0,100,7.48,23-FEB-2024,,21-FEB-2034,,,,,IN3320230268
Uttar Pradesh State,SG,100.0,100.0,100,7.48,22-MAR-2024,,20-MAR-2036,,,,,IN3320230318
Uttar Pradesh State,SG,100.0,100.0,100,7.48,22-APR-2024,,22-MAR-2040,,,,,IN3320230334
Uttar Pradesh State,SG,100.0,100.0,100,7.48,22-APR-2024,,22-MAR-2042,,,,,IN3320230342
Uttar Pradesh State,SG,100.0,100.0,100,7.48,22-APR-2024,,22-MAR-2044,,,,,IN3320230359
West Bengal State,SG,100.0,100.0,100,7.48,28-JAN-2022,,25-JAN-2037,,,,,IN3420210251
West Bengal State,SG,100.0,100.0,100,7.48,16-FEB-2024,,14-FEB-2043,,,,,IN3420230218
West Bengal State,SG,100.0,100.0,100,7.48,16-FEB-2024,,14-FEB-2044,,,,,IN3420230226
West Bengal State,SG,100.0,100.0,100,7.48,28-NOV-2025,,26-NOV-2044,,,,,IN3420250158
Andhra Pradesh State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2036,,,,,IN1020230760
Andhra Pradesh State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2039,,,,,IN1020230778
Andhra Pradesh State,SG,100.0,100.0,100,7.49,26-APR-2024,,24-APR-2040,,,,,IN1020240074
Andhra Pradesh State,SG,100.0,100.0,100,7.49,06-MAY-2024,,02-MAY-2044,,,,,IN1020240116
Bihar State,SG,100.0,100.0,100,7.49,25-AUG-2023,,23-AUG-2031,,,,,IN1320230049
Bihar State,SG,100.0,100.0,100,7.49,26-SEP-2023,,22-SEP-2031,,,,,IN1320230064
Bihar State,SG,100.0,100.0,100,7.49,16-FEB-2024,,14-FEB-2039,,,,,IN1320230205
Chattisgarh State,SG,100.0,100.0,100,7.49,29-SEP-2023,,27-SEP-2030,,,,,IN3520230050
Chattisgarh State,SG,100.0,100.0,100,7.49,01-APR-2024,,27-MAR-2035,,,,,IN3520230324
Goa State,SG,100.0,100.0,100,7.49,25-AUG-2023,,23-AUG-2033,,,,,IN1420230063
Goa State,SG,100.0,100.0,100,7.49,29-SEP-2023,,27-SEP-2033,,,,,IN1420230113
Gujarat State,SG,100.0,100.0,100,7.49,30-SEP-2022,,28-SEP-2026,,,,,IN1520220097
Gujarat State,SG,100.0,100.0,100,7.49,03-APR-2023,,29-MAR-2028,,,,,IN1520220337
Himachal Pradesh State,SG,100.0,100.0,100,7.49,16-SEP-2022,,14-SEP-2034,,,,,IN1720220079
Haryana State,SG,100.0,100.0,100,7.49,21-AUG-2023,,17-AUG-2033,,,,,IN1620230145
Haryana State,SG,100.0,100.0,100,7.49,01-APR-2024,,27-MAR-2035,,,,,IN1620230426
Haryana State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2036,,,,,IN1620230368
IndiGrid Infrastructure Trust,NG,1000.0,1000.0,1,7.49,10-MAY-2021,,06-MAY-2028,,,,,INE219X07231
Jharkhand State,SG,100.0,100.0,100,7.49,20-MAR-2026,,18-MAR-2036,,,,,IN3720250049
Karnataka State,SG,100.0,100.0,100,7.49,06-FEB-2026,,04-FEB-2035,,,,,IN1920250165
Kerala State,SG,100.0,100.0,100,7.49,01-APR-2024,,27-MAR-2036,,,,,IN2020230271
Kerala State,SG,100.0,100.0,100,7.49,26-APR-2024,,24-APR-2039,,,,,IN2020240015
Kerala State,SG,100.0,100.0,100,7.49,06-OCT-2025,,01-OCT-2040,,,,,IN2020250188
Kerala State,SG,100.0,100.0,100,7.49,06-OCT-2023,,04-OCT-2045,,,,,IN2020230156
Kerala State,SG,100.0,100.0,100,7.49,22-AUG-2025,,20-AUG-2056,,,,,IN2020250121
Maharashtra State,SG,100.0,100.0,100,7.49,17-APR-2023,,12-APR-2030,,,,,IN2220230022
Maharashtra State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2036,,,,,IN2220230220
Meghalaya State,SG,100.0,100.0,100,7.49,23-DEC-2022,,21-DEC-2027,,,,,IN2420220070
Manipur State,SG,100.0,100.0,100,7.49,05-MAY-2023,,03-MAY-2035,,,,,IN2320230013
Nagaland State,SG,100.0,100.0,100,7.49,23-FEB-2024,,21-FEB-2034,,,,,IN2620230077
Orissa State,SG,100.0,100.0,100,7.49,23-JAN-2026,,21-JAN-2036,,,,,IN2720250132
Power Finance Corporation Limited,N9,100000.0,100000.0,1,7.49,26-FEB-2024,,22-FEB-2034,,,,,INE134E08MY1
Punjab State,SG,100.0,100.0,100,7.49,05-APR-2024,,03-APR-2032,,,,,IN2820240017
Punjab State,SG,100.0,100.0,100,7.49,29-SEP-2023,,27-SEP-2035,,,,,IN2820230158
Punjab State,SG,100.0,100.0,100,7.49,05-DEC-2025,,03-DEC-2035,,,,,IN2820250149
Punjab State,SG,100.0,100.0,100,7.49,21-AUG-2023,,17-AUG-2037,,,,,IN2820230125
Punjab State,SG,100.0,100.0,100,7.49,31-OCT-2025,,29-OCT-2040,,,,,IN2820250123
Rashtriya Chemicals and Fertilizers Limited,N0,100000.0,100000.0,1,7.49,02-JUL-2025,,30-JUN-2028,,,,,INE027A08036
Rajasthan State,SG,100.0,100.0,100,7.49,04-AUG-2023,,02-AUG-2034,,,,,IN2920230140
Rajasthan State,SG,100.0,100.0,100,7.49,01-SEP-2025,,28-AUG-2035,,,,,IN2920250163
Rajasthan State,SG,100.0,100.0,100,7.49,20-MAR-2026,,18-MAR-2036,,,,,IN2920250411
Rajasthan State,SG,100.0,100.0,100,7.49,01-APR-2024,,27-MAR-2040,,,,,IN2920230561
Rajasthan State,SG,100.0,100.0,100,7.49,06-MAY-2024,,02-MAY-2044,,,,,IN2920240040
Small Industries Development Bank of India,N0,100000.0,100000.0,1,7.49,04-MAR-2025,,11-JUN-2029,,,,,INE556F08KX8
Tamilnadu State,SG,100.0,100.0,100,7.49,26-APR-2024,,24-APR-2034,,,,,IN3120240038
Tamilnadu State,SG,100.0,100.0,100,7.49,06-MAY-2024,,02-MAY-2044,,,,,IN3120240046
Telangana State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2035,,,,,IN4520230413
Telangana State,SG,100.0,100.0,100,7.49,05-DEC-2025,,03-DEC-2039,,,,,IN4520250569
Telangana State,SG,100.0,100.0,100,7.49,06-OCT-2023,,04-OCT-2044,,,,,IN4520230272
Uttar Pradesh State,SG,100.0,100.0,100,7.49,25-AUG-2023,,23-AUG-2034,,,,,IN3320230060
Uttar Pradesh State,SG,100.0,100.0,100,7.49,09-FEB-2024,,07-FEB-2034,,,,,IN3320230250
Uttar Pradesh State,SG,100.0,100.0,100,7.49,01-APR-2024,,27-MAR-2036,,,,,IN3320230367
Andhra Pradesh State,SG,100.0,100.0,100,7.4,12-MAY-2023,,10-MAY-2031,,,,,IN1020230083
Andhra Pradesh State,SG,100.0,100.0,100,7.4,23-JUN-2023,,21-JUN-2032,,,,,IN1020230240
Andhra Pradesh State,SG,100.0,100.0,100,7.4,24-MAY-2024,,22-MAY-2041,,,,,IN1020240223
Andhra Pradesh State,SG,100.0,100.0,100,7.4,08-SEP-2023,,06-SEP-2043,,,,,IN1020230448
Assam State,SG,100.0,100.0,100,7.4,12-MAY-2023,,10-MAY-2033,,,,,IN1220230024
Bihar State,SG,100.0,100.0,100,7.4,28-JUL-2023,,26-JUL-2030,,,,,IN1320230023
Bihar State,SG,100.0,100.0,100,7.4,05-DEC-2025,,03-DEC-2035,,,,,IN1320250195
Bihar State,SG,100.0,100.0,100,7.4,11-MAR-2024,,06-MAR-2039,,,,,IN1320230239
Canara Bank,N0,100000.0,100000.0,1,7.4,23-JUL-2024,,19-JUL-2034,,,,,INE476A08233
Chattisgarh State,SG,100.0,100.0,100,7.4,03-JUL-2023,,28-JUN-2030,,,,,IN3520230027
Goa State,SG,100.0,100.0,100,7.4,01-SEP-2025,,28-AUG-2037,,,,,IN1420250079
Gujarat State,SG,100.0,100.0,100,7.4,29-DEC-2023,,27-DEC-2026,,,,,IN1520230146
Gujarat State,SG,100.0,100.0,100,7.4,26-SEP-2023,,22-SEP-2027,,,,,IN1520230062
Gujarat State,SG,100.0,100.0,100,7.4,27-FEB-2026,,25-FEB-2036,,,,,IN1520250318
Gujarat State,SG,100.0,100.0,100,7.4,06-MAR-2026,,04-MAR-2036,,,,,IN1520250334
Government of India,GS,100.0,100.0,1,7.4,20-SEP-2022,,19-SEP-2062,,,,,IN0020220094
Haryana State,SG,100.0,100.0,100,7.4,03-JUL-2023,,28-JUN-2033,,,,,IN1620230111
Haryana State,SG,100.0,100.0,100,7.4,25-MAR-2022,,23-MAR-2037,,,,,IN1620210212
Jammu & Kashmir State,SG,100.0,100.0,100,7.4,11-MAR-2024,,06-MAR-2044,,,,,IN4920230252
Kerala State,SG,100.0,100.0,100,7.4,01-APR-2022,,30-MAR-2037,,,,,IN2020210224
Kerala State,SG,100.0,100.0,100,7.4,01-SEP-2023,,30-AUG-2041,,,,,IN2020230131
Maharashtra State,SG,100.0,100.0,100,7.4,03-JUL-2023,,28-JUN-2031,,,,,IN2220230097
Maharashtra State,SG,100.0,100.0,100,7.4,03-JUL-2023,,28-JUN-2032,,,,,IN2220230105
Maharashtra State,SG,100.0,100.0,100,7.4,11-MAR-2024,,06-MAR-2035,,,,,IN2220230279
Maharashtra State,SG,100.0,100.0,100,7.4,11-MAR-2024,,06-MAR-2036,,,,,IN2220230287
